Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	Un			PDCF01005452.1	Chromosome		NW_019800566.1	unplaced-scaffold	3502		
GCF_002901205.1		Primary Assembly	Un			PDCF01005453.1	Chromosome		NW_019800567.1	unplaced-scaffold	3502		
GCF_002901205.1		Primary Assembly	Un			PDCF01005454.1	Chromosome		NW_019800568.1	unplaced-scaffold	3502		
GCF_002901205.1		Primary Assembly	Un			PDCF01000550.1	Chromosome		NW_019800569.1	unplaced-scaffold	26720		
GCF_002901205.1		Primary Assembly	Un			PDCF01005455.1	Chromosome		NW_019800570.1	unplaced-scaffold	3501		
GCF_002901205.1		Primary Assembly	Un			PDCF01005456.1	Chromosome		NW_019800571.1	unplaced-scaffold	3500		
GCF_002901205.1		Primary Assembly	Un			PDCF01005457.1	Chromosome		NW_019800572.1	unplaced-scaffold	3499		
GCF_002901205.1		Primary Assembly	Un			PDCF01005458.1	Chromosome		NW_019800573.1	unplaced-scaffold	3497		
GCF_002901205.1		Primary Assembly	Un			PDCF01005459.1	Chromosome		NW_019800574.1	unplaced-scaffold	3497		
GCF_002901205.1		Primary Assembly	Un			PDCF01005460.1	Chromosome		NW_019800575.1	unplaced-scaffold	3497		
GCF_002901205.1		Primary Assembly	Un			PDCF01005461.1	Chromosome		NW_019800576.1	unplaced-scaffold	3497		
GCF_002901205.1		Primary Assembly	Un			PDCF01005462.1	Chromosome		NW_019800577.1	unplaced-scaffold	3496		
GCF_002901205.1		Primary Assembly	Un			PDCF01005463.1	Chromosome		NW_019800578.1	unplaced-scaffold	3496		
GCF_002901205.1		Primary Assembly	Un			PDCF01005464.1	Chromosome		NW_019800579.1	unplaced-scaffold	3496		
GCF_002901205.1		Primary Assembly	Un			PDCF01000551.1	Chromosome		NW_019800580.1	unplaced-scaffold	26704		
GCF_002901205.1		Primary Assembly	Un			PDCF01005465.1	Chromosome		NW_019800581.1	unplaced-scaffold	3496		
GCF_002901205.1		Primary Assembly	Un			PDCF01005466.1	Chromosome		NW_019800582.1	unplaced-scaffold	3495		
GCF_002901205.1		Primary Assembly	Un			PDCF01005468.1	Chromosome		NW_019800583.1	unplaced-scaffold	3493		
GCF_002901205.1		Primary Assembly	Un			PDCF01005469.1	Chromosome		NW_019800584.1	unplaced-scaffold	3492		
GCF_002901205.1		Primary Assembly	Un			PDCF01005470.1	Chromosome		NW_019800585.1	unplaced-scaffold	3492		
GCF_002901205.1		Primary Assembly	Un			PDCF01005471.1	Chromosome		NW_019800586.1	unplaced-scaffold	3491		
GCF_002901205.1		Primary Assembly	Un			PDCF01005472.1	Chromosome		NW_019800587.1	unplaced-scaffold	3491		
GCF_002901205.1		Primary Assembly	Un			PDCF01005473.1	Chromosome		NW_019800588.1	unplaced-scaffold	3490		
GCF_002901205.1		Primary Assembly	Un			PDCF01005474.1	Chromosome		NW_019800589.1	unplaced-scaffold	3488		
GCF_002901205.1		Primary Assembly	Un			PDCF01000552.1	Chromosome		NW_019800590.1	unplaced-scaffold	10016		
GCF_002901205.1		Primary Assembly	Un			PDCF01005475.1	Chromosome		NW_019800591.1	unplaced-scaffold	3488		
GCF_002901205.1		Primary Assembly	Un			PDCF01005476.1	Chromosome		NW_019800592.1	unplaced-scaffold	3487		
GCF_002901205.1		Primary Assembly	Un			PDCF01005477.1	Chromosome		NW_019800593.1	unplaced-scaffold	3487		
GCF_002901205.1		Primary Assembly	Un			PDCF01005478.1	Chromosome		NW_019800594.1	unplaced-scaffold	3486		
GCF_002901205.1		Primary Assembly	Un			PDCF01005479.1	Chromosome		NW_019800595.1	unplaced-scaffold	3483		
GCF_002901205.1		Primary Assembly	Un			PDCF01005481.1	Chromosome		NW_019800596.1	unplaced-scaffold	3483		
GCF_002901205.1		Primary Assembly	Un			PDCF01005482.1	Chromosome		NW_019800597.1	unplaced-scaffold	3482		
GCF_002901205.1		Primary Assembly	Un			PDCF01005483.1	Chromosome		NW_019800598.1	unplaced-scaffold	3482		
GCF_002901205.1		Primary Assembly	Un			PDCF01005484.1	Chromosome		NW_019800599.1	unplaced-scaffold	3481		
GCF_002901205.1		Primary Assembly	Un			PDCF01000553.1	Chromosome		NW_019800600.1	unplaced-scaffold	26675		
GCF_002901205.1		Primary Assembly	Un			PDCF01005485.1	Chromosome		NW_019800601.1	unplaced-scaffold	3480		
GCF_002901205.1		Primary Assembly	Un			PDCF01005486.1	Chromosome		NW_019800602.1	unplaced-scaffold	3480		
GCF_002901205.1		Primary Assembly	Un			PDCF01005487.1	Chromosome		NW_019800603.1	unplaced-scaffold	3480		
GCF_002901205.1		Primary Assembly	Un			PDCF01005488.1	Chromosome		NW_019800604.1	unplaced-scaffold	3480		
GCF_002901205.1		Primary Assembly	Un			PDCF01005489.1	Chromosome		NW_019800605.1	unplaced-scaffold	3478		
GCF_002901205.1		Primary Assembly	Un			PDCF01005490.1	Chromosome		NW_019800606.1	unplaced-scaffold	2895		
GCF_002901205.1		Primary Assembly	Un			PDCF01005491.1	Chromosome		NW_019800607.1	unplaced-scaffold	3477		
GCF_002901205.1		Primary Assembly	Un			PDCF01005492.1	Chromosome		NW_019800608.1	unplaced-scaffold	3477		
GCF_002901205.1		Primary Assembly	Un			PDCF01005493.1	Chromosome		NW_019800609.1	unplaced-scaffold	3476		
GCF_002901205.1		Primary Assembly	Un			PDCF01005494.1	Chromosome		NW_019800610.1	unplaced-scaffold	3476		
GCF_002901205.1		Primary Assembly	Un			PDCF01000554.1	Chromosome		NW_019800611.1	unplaced-scaffold	26672		
GCF_002901205.1		Primary Assembly	Un			PDCF01005495.1	Chromosome		NW_019800612.1	unplaced-scaffold	3475		
GCF_002901205.1		Primary Assembly	Un			PDCF01005496.1	Chromosome		NW_019800613.1	unplaced-scaffold	3475		
GCF_002901205.1		Primary Assembly	Un			PDCF01005497.1	Chromosome		NW_019800614.1	unplaced-scaffold	3475		
GCF_002901205.1		Primary Assembly	Un			PDCF01005498.1	Chromosome		NW_019800615.1	unplaced-scaffold	3475		
GCF_002901205.1		Primary Assembly	Un			PDCF01005499.1	Chromosome		NW_019800616.1	unplaced-scaffold	3475		
GCF_002901205.1		Primary Assembly	Un			PDCF01005500.1	Chromosome		NW_019800617.1	unplaced-scaffold	3474		
GCF_002901205.1		Primary Assembly	Un			PDCF01005501.1	Chromosome		NW_019800618.1	unplaced-scaffold	3471		
GCF_002901205.1		Primary Assembly	Un			PDCF01005502.1	Chromosome		NW_019800619.1	unplaced-scaffold	3471		
GCF_002901205.1		Primary Assembly	Un			PDCF01005503.1	Chromosome		NW_019800620.1	unplaced-scaffold	3470		
GCF_002901205.1		Primary Assembly	Un			PDCF01005504.1	Chromosome		NW_019800621.1	unplaced-scaffold	3470		
GCF_002901205.1		Primary Assembly	Un			PDCF01005505.1	Chromosome		NW_019800622.1	unplaced-scaffold	3470		
GCF_002901205.1		Primary Assembly	Un			PDCF01005506.1	Chromosome		NW_019800623.1	unplaced-scaffold	3469		
GCF_002901205.1		Primary Assembly	Un			PDCF01005507.1	Chromosome		NW_019800624.1	unplaced-scaffold	3469		
GCF_002901205.1		Primary Assembly	Un			PDCF01005508.1	Chromosome		NW_019800625.1	unplaced-scaffold	3469		
GCF_002901205.1		Primary Assembly	Un			PDCF01005509.1	Chromosome		NW_019800626.1	unplaced-scaffold	3469		
GCF_002901205.1		Primary Assembly	Un			PDCF01005510.1	Chromosome		NW_019800627.1	unplaced-scaffold	3468		
GCF_002901205.1		Primary Assembly	Un			PDCF01005511.1	Chromosome		NW_019800628.1	unplaced-scaffold	3468		
GCF_002901205.1		Primary Assembly	Un			PDCF01005512.1	Chromosome		NW_019800629.1	unplaced-scaffold	3468		
GCF_002901205.1		Primary Assembly	Un			PDCF01005513.1	Chromosome		NW_019800630.1	unplaced-scaffold	3467		
GCF_002901205.1		Primary Assembly	Un			PDCF01005514.1	Chromosome		NW_019800631.1	unplaced-scaffold	3466		
GCF_002901205.1		Primary Assembly	Un			PDCF01000556.1	Chromosome		NW_019800632.1	unplaced-scaffold	26645		
GCF_002901205.1		Primary Assembly	Un			PDCF01005515.1	Chromosome		NW_019800633.1	unplaced-scaffold	3465		
GCF_002901205.1		Primary Assembly	Un			PDCF01005516.1	Chromosome		NW_019800634.1	unplaced-scaffold	3465		
GCF_002901205.1		Primary Assembly	Un			PDCF01005517.1	Chromosome		NW_019800635.1	unplaced-scaffold	3465		
GCF_002901205.1		Primary Assembly	Un			PDCF01005518.1	Chromosome		NW_019800636.1	unplaced-scaffold	3464		
GCF_002901205.1		Primary Assembly	Un			PDCF01005519.1	Chromosome		NW_019800637.1	unplaced-scaffold	3464		
GCF_002901205.1		Primary Assembly	Un			PDCF01005520.1	Chromosome		NW_019800638.1	unplaced-scaffold	3463		
GCF_002901205.1		Primary Assembly	Un			PDCF01005521.1	Chromosome		NW_019800639.1	unplaced-scaffold	3462		
GCF_002901205.1		Primary Assembly	Un			PDCF01005522.1	Chromosome		NW_019800640.1	unplaced-scaffold	3462		
GCF_002901205.1		Primary Assembly	Un			PDCF01005523.1	Chromosome		NW_019800641.1	unplaced-scaffold	3460		
GCF_002901205.1		Primary Assembly	Un			PDCF01005524.1	Chromosome		NW_019800642.1	unplaced-scaffold	3460		
GCF_002901205.1		Primary Assembly	Un			PDCF01000557.1	Chromosome		NW_019800643.1	unplaced-scaffold	26595		
GCF_002901205.1		Primary Assembly	Un			PDCF01005525.1	Chromosome		NW_019800644.1	unplaced-scaffold	3459		
GCF_002901205.1		Primary Assembly	Un			PDCF01005526.1	Chromosome		NW_019800645.1	unplaced-scaffold	3458		
GCF_002901205.1		Primary Assembly	Un			PDCF01005527.1	Chromosome		NW_019800646.1	unplaced-scaffold	3458		
GCF_002901205.1		Primary Assembly	Un			PDCF01005528.1	Chromosome		NW_019800647.1	unplaced-scaffold	3458		
GCF_002901205.1		Primary Assembly	Un			PDCF01005529.1	Chromosome		NW_019800648.1	unplaced-scaffold	3457		
GCF_002901205.1		Primary Assembly	Un			PDCF01005530.1	Chromosome		NW_019800649.1	unplaced-scaffold	3456		
GCF_002901205.1		Primary Assembly	Un			PDCF01005531.1	Chromosome		NW_019800650.1	unplaced-scaffold	3455		
GCF_002901205.1		Primary Assembly	Un			PDCF01005532.1	Chromosome		NW_019800651.1	unplaced-scaffold	3454		
GCF_002901205.1		Primary Assembly	Un			PDCF01005533.1	Chromosome		NW_019800652.1	unplaced-scaffold	3453		
GCF_002901205.1		Primary Assembly	Un			PDCF01005534.1	Chromosome		NW_019800653.1	unplaced-scaffold	3452		
GCF_002901205.1		Primary Assembly	Un			PDCF01000558.1	Chromosome		NW_019800654.1	unplaced-scaffold	26525		
GCF_002901205.1		Primary Assembly	Un			PDCF01005535.1	Chromosome		NW_019800655.1	unplaced-scaffold	3451		
GCF_002901205.1		Primary Assembly	Un			PDCF01005536.1	Chromosome		NW_019800656.1	unplaced-scaffold	3451		
GCF_002901205.1		Primary Assembly	Un			PDCF01005537.1	Chromosome		NW_019800657.1	unplaced-scaffold	3451		
GCF_002901205.1		Primary Assembly	Un			PDCF01005538.1	Chromosome		NW_019800658.1	unplaced-scaffold	3451		
GCF_002901205.1		Primary Assembly	Un			PDCF01005539.1	Chromosome		NW_019800659.1	unplaced-scaffold	3450		
GCF_002901205.1		Primary Assembly	Un			PDCF01005540.1	Chromosome		NW_019800660.1	unplaced-scaffold	3448		
GCF_002901205.1		Primary Assembly	Un			PDCF01005541.1	Chromosome		NW_019800661.1	unplaced-scaffold	3448		
GCF_002901205.1		Primary Assembly	Un			PDCF01005542.1	Chromosome		NW_019800662.1	unplaced-scaffold	3448		
GCF_002901205.1		Primary Assembly	Un			PDCF01005543.1	Chromosome		NW_019800663.1	unplaced-scaffold	3447		
GCF_002901205.1		Primary Assembly	Un			PDCF01005544.1	Chromosome		NW_019800664.1	unplaced-scaffold	3447		
GCF_002901205.1		Primary Assembly	Un			PDCF01000559.1	Chromosome		NW_019800665.1	unplaced-scaffold	26507		
GCF_002901205.1		Primary Assembly	Un			PDCF01005545.1	Chromosome		NW_019800666.1	unplaced-scaffold	3447		
GCF_002901205.1		Primary Assembly	Un			PDCF01005546.1	Chromosome		NW_019800667.1	unplaced-scaffold	3445		
GCF_002901205.1		Primary Assembly	Un			PDCF01005547.1	Chromosome		NW_019800668.1	unplaced-scaffold	3445		
GCF_002901205.1		Primary Assembly	Un			PDCF01005548.1	Chromosome		NW_019800669.1	unplaced-scaffold	3444		
GCF_002901205.1		Primary Assembly	Un			PDCF01005549.1	Chromosome		NW_019800670.1	unplaced-scaffold	3443		
GCF_002901205.1		Primary Assembly	Un			PDCF01005550.1	Chromosome		NW_019800671.1	unplaced-scaffold	3442		
GCF_002901205.1		Primary Assembly	Un			PDCF01005551.1	Chromosome		NW_019800672.1	unplaced-scaffold	3442		
GCF_002901205.1		Primary Assembly	Un			PDCF01005552.1	Chromosome		NW_019800673.1	unplaced-scaffold	3440		
GCF_002901205.1		Primary Assembly	Un			PDCF01005553.1	Chromosome		NW_019800674.1	unplaced-scaffold	3440		
GCF_002901205.1		Primary Assembly	Un			PDCF01005554.1	Chromosome		NW_019800675.1	unplaced-scaffold	3439		
GCF_002901205.1		Primary Assembly	Un			PDCF01000560.1	Chromosome		NW_019800676.1	unplaced-scaffold	26500		
GCF_002901205.1		Primary Assembly	Un			PDCF01005555.1	Chromosome		NW_019800677.1	unplaced-scaffold	3345		
GCF_002901205.1		Primary Assembly	Un			PDCF01005556.1	Chromosome		NW_019800678.1	unplaced-scaffold	3436		
GCF_002901205.1		Primary Assembly	Un			PDCF01005557.1	Chromosome		NW_019800679.1	unplaced-scaffold	3434		
GCF_002901205.1		Primary Assembly	Un			PDCF01005558.1	Chromosome		NW_019800680.1	unplaced-scaffold	3434		
GCF_002901205.1		Primary Assembly	Un			PDCF01005559.1	Chromosome		NW_019800681.1	unplaced-scaffold	3433		
GCF_002901205.1		Primary Assembly	Un			PDCF01005560.1	Chromosome		NW_019800682.1	unplaced-scaffold	3433		
GCF_002901205.1		Primary Assembly	Un			PDCF01005561.1	Chromosome		NW_019800683.1	unplaced-scaffold	3432		
GCF_002901205.1		Primary Assembly	Un			PDCF01005562.1	Chromosome		NW_019800684.1	unplaced-scaffold	3431		
GCF_002901205.1		Primary Assembly	Un			PDCF01005563.1	Chromosome		NW_019800685.1	unplaced-scaffold	3431		
GCF_002901205.1		Primary Assembly	Un			PDCF01005564.1	Chromosome		NW_019800686.1	unplaced-scaffold	3431		
GCF_002901205.1		Primary Assembly	Un			PDCF01000561.1	Chromosome		NW_019800687.1	unplaced-scaffold	26480		
GCF_002901205.1		Primary Assembly	Un			PDCF01005565.1	Chromosome		NW_019800688.1	unplaced-scaffold	3431		
GCF_002901205.1		Primary Assembly	Un			PDCF01005566.1	Chromosome		NW_019800689.1	unplaced-scaffold	3430		
GCF_002901205.1		Primary Assembly	Un			PDCF01005567.1	Chromosome		NW_019800690.1	unplaced-scaffold	3430		
GCF_002901205.1		Primary Assembly	Un			PDCF01005568.1	Chromosome		NW_019800691.1	unplaced-scaffold	3429		
GCF_002901205.1		Primary Assembly	Un			PDCF01005569.1	Chromosome		NW_019800692.1	unplaced-scaffold	3428		
GCF_002901205.1		Primary Assembly	Un			PDCF01005570.1	Chromosome		NW_019800693.1	unplaced-scaffold	3428		
GCF_002901205.1		Primary Assembly	Un			PDCF01005571.1	Chromosome		NW_019800694.1	unplaced-scaffold	2857		
GCF_002901205.1		Primary Assembly	Un			PDCF01005572.1	Chromosome		NW_019800695.1	unplaced-scaffold	3428		
GCF_002901205.1		Primary Assembly	Un			PDCF01005573.1	Chromosome		NW_019800696.1	unplaced-scaffold	3427		
GCF_002901205.1		Primary Assembly	Un			PDCF01005574.1	Chromosome		NW_019800697.1	unplaced-scaffold	3427		
GCF_002901205.1		Primary Assembly	Un			PDCF01000562.1	Chromosome		NW_019800698.1	unplaced-scaffold	26467		
GCF_002901205.1		Primary Assembly	Un			PDCF01005575.1	Chromosome		NW_019800699.1	unplaced-scaffold	3427		
GCF_002901205.1		Primary Assembly	Un			PDCF01005576.1	Chromosome		NW_019800700.1	unplaced-scaffold	3427		
GCF_002901205.1		Primary Assembly	Un			PDCF01005577.1	Chromosome		NW_019800701.1	unplaced-scaffold	3426		
GCF_002901205.1		Primary Assembly	Un			PDCF01005578.1	Chromosome		NW_019800702.1	unplaced-scaffold	3425		
GCF_002901205.1		Primary Assembly	Un			PDCF01005579.1	Chromosome		NW_019800703.1	unplaced-scaffold	3425		
GCF_002901205.1		Primary Assembly	Un			PDCF01005580.1	Chromosome		NW_019800704.1	unplaced-scaffold	3425		
GCF_002901205.1		Primary Assembly	Un			PDCF01005581.1	Chromosome		NW_019800705.1	unplaced-scaffold	3424		
GCF_002901205.1		Primary Assembly	Un			PDCF01005582.1	Chromosome		NW_019800706.1	unplaced-scaffold	3424		
GCF_002901205.1		Primary Assembly	Un			PDCF01005583.1	Chromosome		NW_019800707.1	unplaced-scaffold	3424		
GCF_002901205.1		Primary Assembly	Un			PDCF01005584.1	Chromosome		NW_019800708.1	unplaced-scaffold	3424		
GCF_002901205.1		Primary Assembly	Un			PDCF01000563.1	Chromosome		NW_019800709.1	unplaced-scaffold	26340		
GCF_002901205.1		Primary Assembly	Un			PDCF01005585.1	Chromosome		NW_019800710.1	unplaced-scaffold	3424		
GCF_002901205.1		Primary Assembly	Un			PDCF01005586.1	Chromosome		NW_019800711.1	unplaced-scaffold	3422		
GCF_002901205.1		Primary Assembly	Un			PDCF01005587.1	Chromosome		NW_019800712.1	unplaced-scaffold	3422		
GCF_002901205.1		Primary Assembly	Un			PDCF01005588.1	Chromosome		NW_019800713.1	unplaced-scaffold	3421		
GCF_002901205.1		Primary Assembly	Un			PDCF01005589.1	Chromosome		NW_019800714.1	unplaced-scaffold	3421		
GCF_002901205.1		Primary Assembly	Un			PDCF01005590.1	Chromosome		NW_019800715.1	unplaced-scaffold	3421		
GCF_002901205.1		Primary Assembly	Un			PDCF01005591.1	Chromosome		NW_019800716.1	unplaced-scaffold	3421		
GCF_002901205.1		Primary Assembly	Un			PDCF01005592.1	Chromosome		NW_019800717.1	unplaced-scaffold	3421		
GCF_002901205.1		Primary Assembly	Un			PDCF01005593.1	Chromosome		NW_019800718.1	unplaced-scaffold	3420		
GCF_002901205.1		Primary Assembly	Un			PDCF01005594.1	Chromosome		NW_019800719.1	unplaced-scaffold	3420		
GCF_002901205.1		Primary Assembly	Un			PDCF01000564.1	Chromosome		NW_019800720.1	unplaced-scaffold	26309		
GCF_002901205.1		Primary Assembly	Un			PDCF01005595.1	Chromosome		NW_019800721.1	unplaced-scaffold	3419		
GCF_002901205.1		Primary Assembly	Un			PDCF01005596.1	Chromosome		NW_019800722.1	unplaced-scaffold	3419		
GCF_002901205.1		Primary Assembly	Un			PDCF01005597.1	Chromosome		NW_019800723.1	unplaced-scaffold	3419		
GCF_002901205.1		Primary Assembly	Un			PDCF01005598.1	Chromosome		NW_019800724.1	unplaced-scaffold	3418		
GCF_002901205.1		Primary Assembly	Un			PDCF01005599.1	Chromosome		NW_019800725.1	unplaced-scaffold	3417		
GCF_002901205.1		Primary Assembly	Un			PDCF01005600.1	Chromosome		NW_019800726.1	unplaced-scaffold	3417		
GCF_002901205.1		Primary Assembly	Un			PDCF01005601.1	Chromosome		NW_019800727.1	unplaced-scaffold	3416		
GCF_002901205.1		Primary Assembly	Un			PDCF01005602.1	Chromosome		NW_019800728.1	unplaced-scaffold	3416		
GCF_002901205.1		Primary Assembly	Un			PDCF01005603.1	Chromosome		NW_019800729.1	unplaced-scaffold	3416		
GCF_002901205.1		Primary Assembly	Un			PDCF01005604.1	Chromosome		NW_019800730.1	unplaced-scaffold	3415		
GCF_002901205.1		Primary Assembly	Un			PDCF01000565.1	Chromosome		NW_019800731.1	unplaced-scaffold	26202		
GCF_002901205.1		Primary Assembly	Un			PDCF01005605.1	Chromosome		NW_019800732.1	unplaced-scaffold	3414		
GCF_002901205.1		Primary Assembly	Un			PDCF01005606.1	Chromosome		NW_019800733.1	unplaced-scaffold	3413		
GCF_002901205.1		Primary Assembly	Un			PDCF01005607.1	Chromosome		NW_019800734.1	unplaced-scaffold	3411		
GCF_002901205.1		Primary Assembly	Un			PDCF01005608.1	Chromosome		NW_019800735.1	unplaced-scaffold	3411		
GCF_002901205.1		Primary Assembly	Un			PDCF01005609.1	Chromosome		NW_019800736.1	unplaced-scaffold	2576		
GCF_002901205.1		Primary Assembly	Un			PDCF01005610.1	Chromosome		NW_019800737.1	unplaced-scaffold	3409		
GCF_002901205.1		Primary Assembly	Un			PDCF01005611.1	Chromosome		NW_019800738.1	unplaced-scaffold	3409		
GCF_002901205.1		Primary Assembly	Un			PDCF01005612.1	Chromosome		NW_019800739.1	unplaced-scaffold	3409		
GCF_002901205.1		Primary Assembly	Un			PDCF01005613.1	Chromosome		NW_019800740.1	unplaced-scaffold	3408		
GCF_002901205.1		Primary Assembly	Un			PDCF01005614.1	Chromosome		NW_019800741.1	unplaced-scaffold	3407		
GCF_002901205.1		Primary Assembly	Un			PDCF01000566.1	Chromosome		NW_019800742.1	unplaced-scaffold	25802		
GCF_002901205.1		Primary Assembly	Un			PDCF01005615.1	Chromosome		NW_019800743.1	unplaced-scaffold	3407		
GCF_002901205.1		Primary Assembly	Un			PDCF01005616.1	Chromosome		NW_019800744.1	unplaced-scaffold	3407		
GCF_002901205.1		Primary Assembly	Un			PDCF01005617.1	Chromosome		NW_019800745.1	unplaced-scaffold	3407		
GCF_002901205.1		Primary Assembly	Un			PDCF01005618.1	Chromosome		NW_019800746.1	unplaced-scaffold	3406		
GCF_002901205.1		Primary Assembly	Un			PDCF01005619.1	Chromosome		NW_019800747.1	unplaced-scaffold	3406		
GCF_002901205.1		Primary Assembly	Un			PDCF01005620.1	Chromosome		NW_019800748.1	unplaced-scaffold	3405		
GCF_002901205.1		Primary Assembly	Un			PDCF01005621.1	Chromosome		NW_019800749.1	unplaced-scaffold	3405		
GCF_002901205.1		Primary Assembly	Un			PDCF01005622.1	Chromosome		NW_019800750.1	unplaced-scaffold	3405		
GCF_002901205.1		Primary Assembly	Un			PDCF01005623.1	Chromosome		NW_019800751.1	unplaced-scaffold	3404		
GCF_002901205.1		Primary Assembly	Un			PDCF01005624.1	Chromosome		NW_019800752.1	unplaced-scaffold	3404		
GCF_002901205.1		Primary Assembly	Un			PDCF01000567.1	Chromosome		NW_019800753.1	unplaced-scaffold	26083		
GCF_002901205.1		Primary Assembly	Un			PDCF01005625.1	Chromosome		NW_019800754.1	unplaced-scaffold	3403		
GCF_002901205.1		Primary Assembly	Un			PDCF01005626.1	Chromosome		NW_019800755.1	unplaced-scaffold	3403		
GCF_002901205.1		Primary Assembly	Un			PDCF01005627.1	Chromosome		NW_019800756.1	unplaced-scaffold	3400		
GCF_002901205.1		Primary Assembly	Un			PDCF01005628.1	Chromosome		NW_019800757.1	unplaced-scaffold	3399		
GCF_002901205.1		Primary Assembly	Un			PDCF01005629.1	Chromosome		NW_019800758.1	unplaced-scaffold	3399		
GCF_002901205.1		Primary Assembly	Un			PDCF01005630.1	Chromosome		NW_019800759.1	unplaced-scaffold	3398		
GCF_002901205.1		Primary Assembly	Un			PDCF01005631.1	Chromosome		NW_019800760.1	unplaced-scaffold	3397		
GCF_002901205.1		Primary Assembly	Un			PDCF01005632.1	Chromosome		NW_019800761.1	unplaced-scaffold	3397		
GCF_002901205.1		Primary Assembly	Un			PDCF01005633.1	Chromosome		NW_019800762.1	unplaced-scaffold	3397		
GCF_002901205.1		Primary Assembly	Un			PDCF01005634.1	Chromosome		NW_019800763.1	unplaced-scaffold	3397		
GCF_002901205.1		Primary Assembly	Un			PDCF01000568.1	Chromosome		NW_019800764.1	unplaced-scaffold	25992		
GCF_002901205.1		Primary Assembly	Un			PDCF01005635.1	Chromosome		NW_019800765.1	unplaced-scaffold	3396		
GCF_002901205.1		Primary Assembly	Un			PDCF01005636.1	Chromosome		NW_019800766.1	unplaced-scaffold	3395		
GCF_002901205.1		Primary Assembly	Un			PDCF01005637.1	Chromosome		NW_019800767.1	unplaced-scaffold	3395		
GCF_002901205.1		Primary Assembly	Un			PDCF01005638.1	Chromosome		NW_019800768.1	unplaced-scaffold	3394		
GCF_002901205.1		Primary Assembly	Un			PDCF01005639.1	Chromosome		NW_019800769.1	unplaced-scaffold	3394		
GCF_002901205.1		Primary Assembly	Un			PDCF01005640.1	Chromosome		NW_019800770.1	unplaced-scaffold	3394		
GCF_002901205.1		Primary Assembly	Un			PDCF01005641.1	Chromosome		NW_019800771.1	unplaced-scaffold	3393		
GCF_002901205.1		Primary Assembly	Un			PDCF01005642.1	Chromosome		NW_019800772.1	unplaced-scaffold	3391		
GCF_002901205.1		Primary Assembly	Un			PDCF01005643.1	Chromosome		NW_019800773.1	unplaced-scaffold	3391		
GCF_002901205.1		Primary Assembly	Un			PDCF01005644.1	Chromosome		NW_019800774.1	unplaced-scaffold	3390		
GCF_002901205.1		Primary Assembly	Un			PDCF01000569.1	Chromosome		NW_019800775.1	unplaced-scaffold	25988		
GCF_002901205.1		Primary Assembly	Un			PDCF01005645.1	Chromosome		NW_019800776.1	unplaced-scaffold	3389		
GCF_002901205.1		Primary Assembly	Un			PDCF01005646.1	Chromosome		NW_019800777.1	unplaced-scaffold	3389		
GCF_002901205.1		Primary Assembly	Un			PDCF01005647.1	Chromosome		NW_019800778.1	unplaced-scaffold	3387		
GCF_002901205.1		Primary Assembly	Un			PDCF01005648.1	Chromosome		NW_019800779.1	unplaced-scaffold	3387		
GCF_002901205.1		Primary Assembly	Un			PDCF01005649.1	Chromosome		NW_019800780.1	unplaced-scaffold	3387		
GCF_002901205.1		Primary Assembly	Un			PDCF01005650.1	Chromosome		NW_019800781.1	unplaced-scaffold	3386		
GCF_002901205.1		Primary Assembly	Un			PDCF01005651.1	Chromosome		NW_019800782.1	unplaced-scaffold	3386		
GCF_002901205.1		Primary Assembly	Un			PDCF01005652.1	Chromosome		NW_019800783.1	unplaced-scaffold	2958		
GCF_002901205.1		Primary Assembly	Un			PDCF01005653.1	Chromosome		NW_019800784.1	unplaced-scaffold	3385		
GCF_002901205.1		Primary Assembly	Un			PDCF01005654.1	Chromosome		NW_019800785.1	unplaced-scaffold	3384		
GCF_002901205.1		Primary Assembly	Un			PDCF01000570.1	Chromosome		NW_019800786.1	unplaced-scaffold	25531		
GCF_002901205.1		Primary Assembly	Un			PDCF01005655.1	Chromosome		NW_019800787.1	unplaced-scaffold	3383		
GCF_002901205.1		Primary Assembly	Un			PDCF01005656.1	Chromosome		NW_019800788.1	unplaced-scaffold	3383		
GCF_002901205.1		Primary Assembly	Un			PDCF01005657.1	Chromosome		NW_019800789.1	unplaced-scaffold	3382		
GCF_002901205.1		Primary Assembly	Un			PDCF01005658.1	Chromosome		NW_019800790.1	unplaced-scaffold	3382		
GCF_002901205.1		Primary Assembly	Un			PDCF01005659.1	Chromosome		NW_019800791.1	unplaced-scaffold	3382		
GCF_002901205.1		Primary Assembly	Un			PDCF01005660.1	Chromosome		NW_019800792.1	unplaced-scaffold	3382		
GCF_002901205.1		Primary Assembly	Un			PDCF01005661.1	Chromosome		NW_019800793.1	unplaced-scaffold	3381		
GCF_002901205.1		Primary Assembly	Un			PDCF01005662.1	Chromosome		NW_019800794.1	unplaced-scaffold	3381		
GCF_002901205.1		Primary Assembly	Un			PDCF01005663.1	Chromosome		NW_019800795.1	unplaced-scaffold	3381		
GCF_002901205.1		Primary Assembly	Un			PDCF01005664.1	Chromosome		NW_019800796.1	unplaced-scaffold	3380		
